frame,droplet_count,ligament_count,main_ligament_count,uncertain_count,main_region_area,total_detected_area,avg_droplet_diameter,avg_ligament_aspect_ratio,avg_ligament_length
318,59,10,1,6,21010.0,24682.5,5.692093978350743,2.0486910314708884,20.6
319,62,12,1,5,16026.5,19762.0,5.5331288343920555,2.0557012742856706,17.833333333333332
320,58,13,1,8,16246.5,21894.0,5.818057984609511,2.0144793181656255,15.615384615384615
321,61,13,1,6,19851.0,25598.5,5.563168580868583,2.116752221739281,17.846153846153847
322,58,11,1,7,20099.5,25233.0,5.6765294789577405,2.0731991862815002,10.090909090909092
323,56,10,1,6,17301.5,22274.0,5.999944518314098,2.088887513032665,8.2
324,53,10,1,9,27962.5,32963.5,5.762661126348457,2.2150888195464526,8.2
325,57,12,1,6,28455.5,33289.5,5.379446742265966,2.0370069940917688,5.75
326,50,9,1,9,26179.5,31739.0,5.31708729507005,2.7517353286451183,27.444444444444443
327,56,10,1,10,26035.0,32967.0,4.795111756200286,2.4803980382118644,37.3
328,50,14,1,8,27529.5,34294.0,5.105337367418965,2.4774969845002737,31.928571428571427
329,48,16,1,12,15986.0,22808.5,4.917125418708285,2.3006084152425386,25.5625
330,46,16,1,9,27832.5,34753.5,5.214688973655498,2.228356597753019,23.9375
331,52,12,1,5,15943.0,23013.5,5.413362969273509,2.044772921836748,25.666666666666668
332,48,14,1,5,14367.0,21511.0,5.380957250575021,2.050739559961293,34.92857142857143
333,50,18,1,5,15560.0,21333.5,5.026023922211984,1.9731137218069665,18.72222222222222
334,48,17,1,5,15344.0,21068.0,5.143264967086044,2.2736185931667117,21.0
335,52,18,1,2,17223.0,22808.5,5.172929166587232,2.1032585131751285,19.22222222222222
336,54,15,1,3,17170.5,22677.5,5.218066485348541,2.1687964689875834,20.6
337,58,13,1,4,19302.5,24779.0,5.067255383361492,2.2382584604618834,21.53846153846154
338,56,13,1,3,19042.5,24191.0,5.123017921719109,2.1652074121565392,26.384615384615383
339,61,16,1,3,21453.5,26534.5,4.897333702871443,2.1981298562583196,21.9375
340,58,16,1,3,21436.5,26484.5,5.244557870454936,2.0667860524111115,19.9375
341,61,16,1,2,16776.5,21657.5,5.435256315322636,1.9500334740765648,19.0
342,64,14,1,4,18236.0,23026.0,5.766570539059502,1.8921931543476027,18.357142857142858
343,64,12,1,5,20573.5,25296.5,5.8910003958772625,1.8494473485078384,18.25
344,59,9,1,6,17426.0,22897.0,6.178385974215444,2.1931796701663204,22.22222222222222
345,61,12,1,4,15289.5,21399.0,5.761087007467811,2.386272663529904,30.666666666666668
346,66,14,1,4,16733.5,22543.0,5.6799827179959665,2.699750418502571,31.714285714285715
347,61,15,1,5,16277.0,22188.0,5.708765932612204,2.3697454785468763,33.0
348,66,12,1,5,15144.0,20926.5,6.155103377637865,2.436943969447218,34.166666666666664
349,64,12,1,9,16039.0,21998.5,5.9861610664318565,2.3899539187580703,27.666666666666668
350,67,13,1,9,14398.5,21028.5,5.7594588874072015,2.1148459636238828,31.307692307692307
351,65,15,1,9,14018.0,21520.5,5.638997472234719,2.396842031926082,39.2
352,70,14,1,8,14405.5,21657.0,5.6386093488327775,2.1510532155672433,39.285714285714285
353,71,13,1,6,14947.0,21936.5,5.772151894312457,2.2798278701600774,39.0
354,69,12,1,7,16563.0,21661.5,5.54093984929149,2.228539761787263,22.416666666666668
355,69,15,1,8,15555.0,21787.0,5.372313225968753,2.2320538772124516,27.133333333333333
356,66,13,1,6,16844.5,21323.0,5.693756117802884,1.9614245508860393,14.307692307692308
357,65,14,0,7,0,5660.5,5.900932449436103,2.017057537123589,23.285714285714285
358,67,14,1,9,16626.5,22136.5,5.5075532217651135,2.0313275583646777,18.357142857142858
359,65,14,1,8,15008.0,20141.5,5.389368719318092,2.0064366831526166,15.5
360,69,13,1,13,13806.0,20457.5,5.199171631668444,2.3513319255216047,19.0
361,69,13,1,8,15473.5,21992.0,5.486909694038877,2.4655963663996423,18.76923076923077
362,62,19,1,6,15866.0,22223.5,5.430000717885815,2.40773645334386,16.842105263157894
363,62,17,1,11,15772.5,22163.5,5.509274478461674,2.2775952502494556,19.11764705882353
364,67,16,1,8,12524.0,18215.0,5.357998220748594,2.392221442270785,20.3125
365,68,20,1,6,12538.0,23897.5,5.795470509549886,2.1880085713329707,38.55
366,75,19,1,6,13267.5,23010.5,5.470132110296401,2.406603635950376,32.0
367,74,16,1,10,13434.0,24678.0,5.1408342413267425,2.1018493739983652,35.1875
368,74,13,1,10,14949.5,25580.0,5.396269874604698,2.1823657770401845,37.61538461538461
369,75,12,1,10,14163.0,24430.0,5.4052161309008495,2.003154374327466,30.833333333333332
370,76,16,1,6,14485.5,24406.5,5.43059702635771,2.090395049530095,26.5625
371,73,12,1,7,16321.0,25757.5,5.542362630803484,2.0176904148588495,33.833333333333336
372,79,15,1,7,16457.5,25940.5,5.490299493244114,2.2285193835280332,27.533333333333335
373,80,12,1,10,17121.5,26019.5,5.242999723918277,2.3254822265071544,25.916666666666668
374,82,9,1,8,17507.5,25574.0,5.446342818563164,3.036200920016142,23.88888888888889
375,82,9,1,9,17868.0,26420.5,5.727485944905955,2.1337470884964094,20.88888888888889
376,78,11,1,8,17217.5,25777.0,5.7569897089525615,2.1899672246895423,21.454545454545453
377,73,16,1,9,18330.0,26199.5,5.721682141352992,2.149332324099007,14.625
378,71,16,1,8,17622.5,25332.5,5.689904889133979,2.2006061796599536,17.5
379,74,13,1,7,18201.5,25911.5,5.834316714739408,2.1050009128958473,19.384615384615383
380,76,12,1,8,18542.0,26035.0,5.834875414350013,2.0775230170076773,12.75
381,68,15,1,8,15003.5,22280.5,6.078493819675928,2.2141071731448148,14.4
382,66,14,1,6,18461.0,25628.0,6.065215251188192,2.4226781278986613,17.357142857142858
383,67,13,1,6,14987.0,23268.5,6.282495006855987,2.795703259323302,18.76923076923077
384,69,9,1,4,18888.0,25080.0,6.108210364261415,2.168624695940557,12.555555555555555
385,73,12,1,4,19156.5,25866.5,6.104001885937521,2.7050176109900255,16.666666666666668
386,68,11,1,7,19057.5,25126.0,6.290644158765246,1.9818040928570642,11.090909090909092
387,66,15,1,5,19366.0,26789.5,6.23295792054101,2.5672879615886863,20.8
388,66,17,1,4,20544.0,27549.5,5.940343796519599,1.9918532868719563,20.0
389,64,14,1,5,20694.0,27685.5,6.230646070203306,2.264096987453326,24.857142857142858
390,64,13,1,2,20965.0,27847.5,6.578019332183859,2.348985306764387,24.923076923076923
391,66,10,1,8,21118.0,28023.5,6.220616631798058,2.409251422122123,31.0
392,65,10,1,10,21670.5,28387.5,6.04012697631171,2.705431570658333,29.9
393,59,12,1,7,22014.5,28175.0,6.354404493708917,2.7602493817406835,22.916666666666668
394,60,11,1,8,22801.0,29374.5,6.16142604328395,2.847717876805038,22.818181818181817
395,58,9,1,7,18583.5,24916.0,5.950205465736517,2.6440433149504226,20.444444444444443
396,56,14,1,6,22695.0,29069.0,5.818832943807816,2.289294522746313,17.928571428571427
397,63,9,1,6,23150.5,29435.5,5.732648672409815,2.685506529812482,24.88888888888889
398,66,8,1,5,21846.5,28086.5,5.761522779700374,2.608056890052399,25.625
399,64,8,1,5,17366.5,25146.0,5.8088995586681,2.552003682215263,36.5
400,61,10,1,7,18149.0,24437.5,5.7923220192144305,2.37674336602086,31.0
401,60,12,1,3,19651.0,25888.0,6.085474058548243,2.5850557270763947,25.25
402,63,10,1,4,18394.5,24635.0,5.959590079937104,2.510320589808789,25.3
403,62,12,1,4,18415.0,24674.5,6.072786928030609,2.3796373145009984,19.833333333333332
404,56,11,1,6,17812.5,23265.0,6.0161560856507155,2.288608776931556,17.727272727272727
405,57,13,1,5,18163.0,24112.0,5.794539414820557,2.0383856578080763,24.384615384615383
406,54,12,1,9,19094.5,25126.5,5.672092658690197,2.359719974789608,27.25
407,56,14,1,5,21147.0,27485.0,5.776001110790928,2.129061264340924,30.928571428571427
408,58,11,1,3,23071.0,28618.5,5.700970402693045,2.077087408131425,27.545454545454547
409,59,13,1,1,23051.5,28714.0,5.78703223671655,2.0359658662312814,27.384615384615383
410,53,14,1,4,23159.0,28709.0,5.923271583806014,2.0583724359177293,25.071428571428573
411,58,11,1,3,23503.0,29128.5,6.285125448090517,2.2093872679742512,27.545454545454547
412,56,10,1,1,21263.0,26617.5,6.131772154937784,2.388539532308223,31.1
413,56,12,0,0,0,5053.5,6.382566683937727,2.0611953673101153,19.75
414,60,12,2,3,21740.0,27171.5,6.039112881512517,2.195373065874301,17.833333333333332
415,55,12,2,2,22123.5,27349.0,6.101602976440793,1.96695168952012,17.083333333333332
416,54,11,2,2,23406.0,28412.5,6.258185383477928,1.9877677578679207,18.90909090909091
417,50,11,2,5,22377.5,27456.5,6.3310448587340815,2.138489637516217,15.272727272727273
418,49,13,1,5,22509.0,27889.5,5.783202956122012,2.227782220005541,19.76923076923077
419,49,12,2,4,22241.5,27319.0,5.8073440792405515,2.4320307306424143,20.5
420,53,12,1,2,22448.5,27474.0,5.953878444375851,2.490064994740511,19.333333333333332
421,51,12,1,2,21472.5,26164.5,5.938192153599245,3.0414361351216077,19.416666666666668
422,56,8,1,3,23102.5,27587.0,5.684432972694587,2.9973893449654576,22.25
423,56,6,1,2,23473.5,27808.5,5.982370308985192,2.2518807312271973,20.166666666666668
424,54,6,1,3,22802.0,27204.0,6.247119571509624,2.140643038363693,20.5
425,49,5,1,4,21297.0,25390.5,6.868804707211424,2.0559693979477798,27.8
426,51,9,1,4,20427.5,24554.5,6.408257639877314,2.427385344720583,18.22222222222222
427,52,8,1,4,20477.0,24739.5,6.461670989520362,1.9606118467771445,19.125
428,47,8,0,3,0,4435.0,6.842417053478505,1.9570370686032987,16.125
429,51,7,1,2,19308.0,23311.5,6.529811802682404,2.3409620026077635,18.285714285714285
430,48,8,0,3,0,3930.5,6.630390717673541,2.0615883797878003,15.5
431,50,7,2,2,10969.5,14746.5,6.2837245967709405,1.9860586351549139,18.0
432,49,12,1,3,19136.0,28616.0,6.2011012447609275,2.579249678715826,63.333333333333336
433,46,11,1,6,24456.0,29727.5,6.895419757565813,3.0938394737909256,24.272727272727273
434,48,13,1,4,13064.0,23457.0,6.862961034682687,3.0442753362171153,61.15384615384615
435,47,11,1,4,27295.0,32081.5,6.757557082141869,3.3053838957964077,19.363636363636363
436,50,8,1,5,19395.5,23626.5,6.197871082711996,2.860373835850329,16.75
437,54,7,1,4,17509.0,22077.5,6.49689140108939,2.563820024771569,16.0
438,55,8,1,10,24494.5,31103.0,6.003345133136624,2.892413083821198,52.75
439,53,13,1,7,17213.0,23925.0,6.04797463474409,2.2240355676030203,41.15384615384615
440,50,17,1,4,17497.0,24221.5,5.839732950063833,2.7827791505041333,35.588235294117645
441,49,19,1,2,17934.5,24908.5,6.261324718661627,2.425756546173918,35.578947368421055
442,43,19,0,1,0,3804.5,6.3939852088330476,2.2549601573134486,14.894736842105264
443,49,17,1,5,18742.0,25340.0,5.948759701824411,2.2856039806443285,37.294117647058826
444,51,15,1,4,18859.0,25000.0,5.570995911296085,2.3917886638771133,37.13333333333333
445,51,16,1,3,18445.5,25379.0,5.664021409569645,2.9377852428178692,38.8125
446,47,17,1,2,28112.0,35588.0,6.222740636306101,2.568363589512835,42.0
447,44,18,1,4,32052.5,36060.5,5.9216598194432555,2.4601038237477386,16.555555555555557
448,50,16,1,5,32822.0,36886.5,5.538206082530538,2.363401559469187,17.25
449,46,16,1,6,32910.5,36901.5,5.591330835221312,2.3013881246805754,16.375
450,43,14,1,8,29578.5,33242.0,6.058818407586832,2.378553168198476,14.785714285714286
451,53,15,1,4,31352.0,36896.5,5.871255386447997,2.35859728673397,21.933333333333334
452,52,17,1,6,31653.0,37420.0,5.645594096850668,2.1230491607706132,22.941176470588236
453,52,15,1,6,31909.5,37431.5,5.428700450903111,2.571887985475944,24.066666666666666
454,52,16,0,6,0,5309.0,5.054967875727824,2.350619568891514,20.5
455,51,15,2,10,23771.0,28943.5,5.419846393239073,2.815980823146984,24.6
456,53,15,2,5,25130.5,28958.0,5.721460825033395,2.0066962480220134,17.8
457,47,18,1,2,26218.5,29865.5,5.529090787998252,2.1464700264043204,17.833333333333332
458,46,14,1,6,26232.0,30254.0,5.660179450931928,2.1474740952970564,14.785714285714286
459,49,16,1,5,25141.5,29238.0,5.530736740273647,2.6800542275775356,17.8125
460,48,18,1,7,25345.5,29832.5,5.718426578953512,2.541925659693348,24.5
461,48,16,1,8,25074.0,29461.5,5.651264148662947,2.4515091233025723,21.3125
462,50,20,1,9,25168.0,29927.0,5.639205219176354,2.468595304305627,16.4
463,50,15,1,15,24548.5,29424.0,5.494725653739156,2.4764905986227914,19.4
464,47,18,1,11,24455.5,29057.0,5.457261499516865,2.4205930415442,18.5
465,44,19,1,11,25734.0,29858.0,5.580320999762937,2.5108896966321694,15.526315789473685
466,45,16,1,12,25961.5,30163.5,4.940685805777471,2.746979549909537,22.0
467,42,15,1,8,26863.5,30237.0,4.84673450134431,2.2590750674702567,15.0
468,42,17,1,7,27350.5,31534.0,4.772571049252483,2.136146481836771,25.176470588235293
469,44,20,1,7,25515.0,29797.0,4.577344648742234,2.285722433993123,22.05
470,41,25,1,5,25308.5,29588.0,4.5071415014984515,2.307541840244838,21.24
471,44,21,1,7,25056.0,29677.5,4.516831395574792,2.0916998887904947,21.333333333333332
472,47,17,1,6,25730.0,31098.5,4.66487741550177,2.528614155291611,31.235294117647058
473,48,15,1,8,21607.5,27056.5,4.99168931007128,2.372944466258912,21.866666666666667
474,50,18,1,7,25291.0,30764.5,5.199296809623013,2.429969412844392,18.944444444444443
475,55,17,1,8,20281.0,25740.0,4.476720596248085,2.1810389270437,19.0
476,61,13,1,4,20092.0,25395.0,4.573064888815762,2.3386391339686647,24.53846153846154
477,57,15,1,6,20167.0,27240.0,4.916325100457907,1.8654639510508293,21.0
478,54,14,1,7,20563.5,27990.5,5.407032056861638,1.990204729182223,14.428571428571429
479,49,14,1,6,25284.0,32544.5,5.519912676942698,1.8597440200468591,12.142857142857142
480,51,19,1,4,20475.5,29023.5,5.2218556199468145,2.2075545371881433,34.68421052631579
481,53,14,0,4,0,5556.0,5.678371539770574,2.044705823209448,24.5
482,56,12,1,7,23948.5,29437.5,5.401955925033789,2.134991652588985,22.75
483,55,11,1,8,24018.0,29390.0,5.177668310310043,2.1174783308906955,23.454545454545453
484,52,12,1,12,24623.0,30312.0,4.957038646115958,2.2434492561235,31.916666666666668
485,47,10,1,12,25624.5,31027.0,4.890097704168012,2.375754070124269,36.0
486,54,13,1,9,25569.0,30574.0,4.583287959183802,1.9164066018838932,24.0
487,53,8,1,7,25281.0,29968.5,5.294321289826676,3.51493856890432,31.625
488,53,9,1,4,26499.5,31412.5,5.394431550317861,2.397081657136903,27.77777777777778
489,50,6,1,7,25650.5,30168.5,5.068725140712644,2.03911479491268,27.833333333333332
490,47,9,1,5,25404.5,30001.0,5.229616827473377,2.088340572006847,23.0
491,45,10,1,8,25082.0,29641.0,5.236247385721174,1.958840389672706,15.3
492,38,10,1,11,31401.5,35546.5,5.834486328356406,2.03463878794862,12.3
493,43,12,1,9,25072.5,29431.0,5.52673538265223,2.0194120946217278,12.25
494,47,19,1,6,26032.0,30562.5,5.21724659497125,2.184370753613245,12.736842105263158
495,46,13,1,5,26595.0,30860.0,5.460328508029521,2.326374361757204,14.923076923076923
496,40,10,1,7,33667.5,37422.0,5.559789297969413,2.040363252412449,12.8
497,40,8,1,10,26219.5,29921.5,5.404310494342017,1.7738269415449615,8.875
498,39,9,1,9,26371.0,30172.5,5.117741332014761,2.2271261200567514,19.666666666666668
499,41,7,1,5,34540.0,38313.5,5.795219523441156,2.564830977444665,27.285714285714285
500,36,9,1,2,27444.0,30749.0,5.4748640164783104,2.241448126433994,21.11111111111111
501,32,9,1,4,30224.0,33372.0,5.9557220025043325,2.2772650559588916,20.666666666666668
502,31,8,1,7,25759.5,28579.0,5.816589762149013,2.2314307380438256,18.5
503,36,6,1,7,25035.0,27681.5,6.075553450919758,2.06724545096531,8.333333333333334
504,42,5,1,4,30564.0,34162.0,5.72068648020446,2.3249984914599646,28.2
505,42,4,1,4,30799.5,34137.5,5.66205267835985,2.652865412823772,32.0
506,40,4,1,2,25165.5,28390.0,6.11067222156844,2.720619497039271,31.25
507,38,6,1,5,25622.5,29556.5,5.934116224493899,2.520542948845886,32.833333333333336
508,34,5,1,5,25131.0,28692.0,6.0183966532861355,2.803967365793536,37.6
509,36,7,1,4,31890.0,35518.5,5.721784779252383,2.3228744955896414,27.571428571428573
510,36,10,1,6,23774.5,27319.0,4.880909153791849,2.1674357480306954,18.9
511,38,11,1,6,23104.5,26540.0,4.8885179683290145,2.4458733437731004,17.545454545454547
512,38,10,1,4,25539.5,28802.5,5.1389593854796365,2.3704249370536368,18.5
513,39,9,1,5,22452.0,25849.5,5.2676835550833765,2.5297855785966212,22.666666666666668
514,39,8,1,8,22683.5,26031.5,5.243424078538245,2.432244566714991,30.5
515,41,10,1,4,21747.0,24669.0,4.980573978721531,2.1366271708312774,19.0
516,38,9,1,4,22432.5,25427.0,5.394325550756626,2.441959592986024,21.22222222222222
517,34,8,1,6,22784.0,25596.0,5.112620638147775,2.0622823233710648,21.625
518,42,6,1,2,24634.0,27302.5,4.979079211991901,2.4646403280718387,23.0
519,35,8,1,2,24755.5,27296.5,5.1725725779522875,2.45505419156036,18.125
520,35,8,1,2,26474.5,28858.5,5.03889938333841,2.494204757932538,22.375
521,34,9,1,6,26472.0,28815.5,4.343752754999117,2.7866119533629203,21.22222222222222
522,37,7,1,3,26431.0,28950.5,4.595578476598808,2.2797610100708265,24.285714285714285
523,34,6,0,5,0,2259.5,4.183920841191315,1.9954575299477828,24.333333333333332
524,36,7,1,5,22653.0,24870.5,4.7927671200789925,1.8265295512002497,18.857142857142858
525,40,7,1,2,20398.5,23527.5,4.818694863425543,2.3280316355639243,19.142857142857142
526,35,11,1,2,22140.0,25926.5,4.966255588676325,2.4252340793996767,34.0
527,37,14,1,5,21453.5,25630.5,4.4531176553023215,2.5396188527079526,18.928571428571427
528,39,14,1,5,21760.5,25525.5,4.460058942460529,2.8339040630087426,20.785714285714285
529,43,14,1,4,21156.5,25310.0,4.677318853527306,2.7373047659388474,23.571428571428573
530,37,11,0,6,0,3569.5,4.936724045429641,3.3307330318096637,27.0
531,37,13,1,9,20653.5,24741.0,4.629214070408649,2.956030120725384,28.846153846153847
532,37,13,1,6,18257.0,22406.5,4.986549154822131,2.6911635915677934,27.923076923076923
533,43,13,1,3,21732.5,26055.5,4.700037651587847,3.054471478168442,29.615384615384617
534,41,11,1,2,22451.0,26688.5,4.802241303619949,2.2913707266667185,34.90909090909091
535,42,12,2,3,18822.5,22793.5,4.8713139582845875,2.511818123874484,29.333333333333332
536,41,12,1,6,18493.0,22644.0,4.99446773659898,2.8551089458966747,26.833333333333332
537,42,13,1,7,17813.0,22566.5,4.920619194635847,3.1022327809635177,21.46153846153846
538,38,13,1,5,20945.5,25611.5,5.377400753649867,2.769314127272728,22.0
539,43,13,1,4,20607.0,25498.0,5.003680995029585,3.266297491421086,29.153846153846153
540,39,15,1,4,20034.0,24881.5,4.97718027327933,2.760780275175115,25.866666666666667
541,41,16,1,3,19645.0,24538.0,4.772646537569807,2.728960581257501,26.0625
542,39,16,1,1,20023.5,24647.0,4.811113530239031,2.6453688204280787,22.625
543,40,12,1,1,20349.0,25069.0,5.473808233064832,2.664812062943595,23.166666666666668
544,43,12,1,2,15733.5,20814.0,5.392711788030633,2.305421310657967,40.75
545,38,12,1,5,15146.5,20205.0,5.342297960385209,2.1387860176869276,35.416666666666664
546,37,12,1,7,15688.0,21132.5,5.055701586656411,2.3883400082568245,34.583333333333336
547,39,12,1,4,13974.5,19659.5,4.95296283619992,2.164585020446794,40.666666666666664
548,40,14,1,6,14409.0,20901.0,4.879406104304166,2.400036706738835,36.5
549,40,10,1,5,14831.0,20868.5,5.680907009337023,2.5769845276218515,36.9
550,39,10,1,8,16205.0,20737.0,5.881626624127019,2.847700150427496,21.8
551,44,10,1,6,15444.5,20636.5,5.908168376904798,2.6466219587523176,27.8
552,40,11,1,4,15460.5,20772.0,6.0128916498705625,2.569543389601885,33.81818181818182
553,35,9,1,5,15648.0,20261.0,6.536346632390218,2.409073885435707,19.555555555555557
554,37,16,1,5,15339.5,20463.5,6.223799588873878,2.688504890798781,16.6875
555,41,12,1,7,15434.5,20777.0,6.327284761135944,2.4646890421820884,18.25
556,44,11,1,9,16207.0,20305.5,5.805118454795495,2.2337001470257474,15.636363636363637
557,43,12,1,8,16327.5,20372.5,5.769419193354052,2.37796383288285,17.416666666666668
558,46,12,1,6,14762.5,18959.0,6.048444414540596,2.440588145823591,20.333333333333332
559,45,12,1,4,17584.5,21816.5,5.634571598113242,2.6245324383788375,23.083333333333332
560,43,15,1,4,18265.0,22307.0,5.394377284784724,2.380334811277384,19.933333333333334
561,46,17,1,2,15117.5,21120.0,5.4338759789309385,2.4332931883735864,35.1764705882353
562,49,14,1,2,18588.5,22772.5,5.823651525832031,2.1569373672052063,21.571428571428573
563,49,16,1,5,17278.0,21647.0,5.920072269892374,2.6712297908297655,18.8125
564,53,15,1,6,18001.0,22906.5,5.652757323767262,1.9512436309408925,19.333333333333332
565,49,15,1,4,17362.0,22346.5,5.913232958465487,2.0474244029675743,25.4
566,47,17,1,4,17081.0,22917.0,5.805102031847841,2.189680331228289,26.41176470588235
567,50,12,1,4,19110.0,23341.5,5.566859298410745,2.1884125573646585,19.0
568,52,18,1,4,17287.0,21812.5,5.381818754217563,2.3739077595966225,15.055555555555555
569,51,17,1,4,17789.5,24361.5,5.394782804798096,2.1472759807126267,17.0
570,46,13,1,1,19320.0,24618.0,5.519073293460981,2.2484406896129117,19.23076923076923
571,51,11,1,7,15715.0,20629.5,4.818393023764654,2.1982930390332682,14.454545454545455
572,43,13,1,8,15775.0,24958.5,4.7330511276487774,2.053997720055049,51.15384615384615
573,50,9,1,8,19474.5,24216.0,4.428732204473112,2.328503191099011,17.22222222222222
574,45,7,1,11,20495.0,24891.0,4.677290710152379,2.562266393895542,18.428571428571427
575,41,8,1,11,20720.0,24871.0,4.752789169621544,2.5291828013805286,15.0
576,41,11,1,8,20370.0,24752.5,5.112143321754041,2.48620849936925,9.181818181818182
577,34,13,1,11,20469.0,24680.5,5.609119940988535,2.1727571313524616,9.384615384615385
578,41,10,1,10,19764.0,23917.5,5.364761382477882,2.2966694310677154,21.4
579,39,14,0,7,0,3943.0,5.337198729761554,2.3766735977308056,22.214285714285715
580,43,18,2,2,19650.0,23656.0,5.453676765924524,2.1820239471573335,22.88888888888889
581,43,14,2,6,19329.0,23220.0,5.01973435670926,2.2886812007717734,23.0
582,36,20,2,5,19800.5,23767.0,5.112198993230282,2.3165637655790987,16.3
583,36,12,2,10,19875.5,23433.5,5.230696203736009,2.241304198609212,15.25
584,42,13,2,8,20332.0,23768.5,5.477711618839399,1.971712800637622,12.384615384615385
585,43,9,2,8,19679.0,23433.5,5.381884786366684,2.1288824147764935,17.0
586,41,11,0,8,0,3741.0,5.623606780024584,2.1009552240467695,13.0
587,38,16,1,7,17495.5,21907.0,5.355924627678777,2.253963031326121,23.4375
588,39,12,1,7,17590.0,22130.5,5.480500700617749,2.546235296265187,33.25
589,35,14,1,9,17168.0,21627.5,5.482804230271871,2.9065254435601364,37.142857142857146
590,35,12,1,9,20498.0,24761.5,4.774628500700621,2.031737014923771,39.0
591,31,15,1,8,20825.5,25196.0,4.530602988654307,2.1582138086272766,31.533333333333335
592,29,12,0,4,0,3791.5,4.762387067303339,2.0186381463299825,25.75
593,35,12,2,6,20688.0,24747.5,5.281539061818524,1.9132571035056356,20.75
594,36,11,2,5,21568.5,25532.5,5.567401509615612,2.479913575210608,22.363636363636363
595,36,12,2,6,21334.0,25509.0,6.0208612823677985,2.5771111506488635,21.25
596,32,11,2,6,22403.5,26628.0,6.125962638311063,2.4817437498620474,23.545454545454547
597,32,12,2,8,17992.0,22150.0,5.8305452824215545,1.8209748897617823,21.75
598,34,5,2,6,30346.5,33244.5,5.442174414810714,1.988428330901132,15.4
599,35,6,1,7,25782.0,32826.5,5.508747863030261,2.5294128486966976,14.0
600,36,8,1,8,16005.5,25909.0,5.200885183497578,2.4928446429088185,56.0
601,36,6,1,9,18776.5,26208.0,5.1855339930052535,2.8089051246652863,17.0
602,37,6,1,7,19762.5,25175.0,5.481476534752877,2.377569904223341,18.166666666666668
603,37,8,1,8,19301.5,25920.5,5.505165025810013,2.6871302656313323,21.0
604,39,12,1,7,28876.0,34406.5,5.2521159286657815,2.31829587866854,14.25
605,34,16,1,6,29639.0,34857.5,5.366596264616656,2.2280016786401196,15.375
606,37,13,1,5,20161.0,25043.5,5.349837166584721,2.5500816990839947,30.846153846153847
607,36,13,1,5,19320.5,25095.0,5.286770615276711,2.3143773641785765,45.46153846153846
608,40,11,1,7,23926.0,28972.0,5.42296039230839,2.646803000576388,41.90909090909091
609,36,9,1,7,24467.0,29296.0,5.52568599018308,2.0366692912419917,45.22222222222222
610,32,11,1,2,19059.5,24227.5,6.221607843498451,2.648287428720367,37.36363636363637
611,36,11,1,5,19162.5,24533.0,5.4222366877899715,2.521282414507346,39.0
612,36,10,1,5,19260.0,23990.0,5.388954834211348,2.1928833230870204,38.7
613,42,9,1,7,22818.5,28630.0,5.3718449835522675,2.4764371193395607,13.222222222222221
614,43,5,1,6,22135.5,26046.5,5.427819178368333,2.7249059511229063,13.4
615,44,6,1,10,21534.0,25514.0,5.741481174183439,2.227137017298814,11.666666666666666
616,45,8,1,9,21608.5,25599.0,5.78774209474163,2.2735259499802396,15.875
617,44,10,1,8,21495.0,24659.5,5.1149929072735105,2.0273978137904645,21.1
618,48,8,1,8,22799.5,26263.5,5.168251885471731,3.337996050606565,24.125
619,47,9,1,4,21587.5,24565.5,5.2993638336456685,2.2841790479843858,17.444444444444443
620,49,11,1,6,21075.5,25211.0,5.0988860573526,2.0824563815379666,18.272727272727273
621,51,15,1,7,17978.0,22265.0,5.323264598715529,2.362053073698721,11.4
622,45,14,1,11,17629.0,25888.5,5.669183003540096,2.2623515099922717,43.357142857142854
623,45,15,0,6,0,2972.5,5.043314985833147,2.321416734612338,13.333333333333334
624,46,11,1,6,36351.0,39519.5,5.396173545167326,2.2687682158248506,25.454545454545453
625,49,11,1,7,18195.5,24150.0,5.295064521588241,2.510596616940751,46.0
626,56,14,1,6,18504.5,25429.5,5.042445325275084,3.0078098551387775,45.357142857142854
627,51,18,1,4,19989.5,23995.0,5.345611141877126,2.599471196569141,21.27777777777778
628,48,17,1,8,27515.5,32973.5,4.962920699093681,2.5545634098933063,21.176470588235293
629,47,19,1,9,26787.5,32404.0,5.040251256254812,2.451087037100058,18.57894736842105
630,52,18,1,6,28592.0,32165.5,4.766556395203923,2.275968720752331,17.944444444444443
631,50,16,1,7,28436.0,32037.5,4.864843622831475,2.482221057760127,19.5625
632,43,15,1,7,28240.0,31656.5,5.606898612235738,2.6993005841526503,17.4
633,38,17,1,10,19873.5,22972.0,5.6305570767899145,2.157100546262802,10.941176470588236
634,47,12,1,6,19845.0,25369.5,5.604783076079519,2.5309738858340163,39.583333333333336
635,47,10,1,6,20316.5,25855.5,5.765859784496648,2.430615530362461,16.8
636,47,7,1,8,20393.0,26058.0,5.562106678372213,2.2244691747952876,18.285714285714285
637,48,13,1,5,20653.0,25928.5,5.520405546731294,2.505080420863942,35.69230769230769
638,53,15,1,6,19393.0,24349.5,5.424947704085612,2.356918048413324,27.266666666666666
639,60,11,0,4,0,4975.5,5.449694202072584,2.4374564896823507,32.54545454545455
640,52,14,1,9,21218.5,25867.5,5.81507050966154,2.606403527045078,21.357142857142858
641,55,18,1,6,21847.5,25847.0,5.638792913934749,2.6688685230068088,13.833333333333334
