frame,droplet_count,ligament_count,main_ligament_count,uncertain_count,main_region_area,total_detected_area,avg_droplet_diameter,avg_ligament_aspect_ratio,avg_ligament_length
642,57,17,1,5,21863.5,26172.5,5.412771778337452,2.584996175333539,17.294117647058822
643,56,15,1,6,21573.0,25811.5,5.490865335358206,2.402477452980249,17.6
644,52,15,1,5,21647.0,25543.5,5.791695459037971,2.2748211906670015,14.6
645,58,14,1,7,21719.5,25817.0,5.750324178085502,2.082548165143461,13.357142857142858
646,55,11,1,8,21367.0,25186.0,5.932375213475638,2.495292271380925,14.090909090909092
647,54,14,1,4,21457.5,25595.5,5.577413277519677,2.435703357672618,18.5
648,48,14,1,3,18686.0,22411.5,5.850815773071822,2.282286982634414,18.5
649,47,15,1,6,18223.0,24018.5,6.0088449910992265,2.00335963409326,15.133333333333333
650,42,15,1,6,18283.5,24926.5,6.602082172820822,2.3841591493772616,25.266666666666666
651,45,15,1,6,17979.5,25271.0,6.767910888155252,2.6254929081715526,42.733333333333334
652,49,17,1,7,20137.5,25873.5,6.072285362587424,2.475160408381976,25.41176470588235
653,50,16,1,7,20170.0,25854.5,5.974967695026218,2.518976031211597,29.75
654,52,19,1,7,20519.5,26267.0,5.572285447152837,2.4323671391236648,25.68421052631579
655,46,16,1,6,21572.0,25587.5,5.49382917054518,2.4180403916243662,17.5
656,47,16,1,7,20541.0,25569.0,5.737327803690099,2.3887686912379706,13.9375
657,43,15,0,11,0,4540.5,5.7216517524417005,2.3359343350447945,12.866666666666667
658,52,10,2,12,20574.0,25718.0,5.676746951598842,1.8736892087903727,12.4
659,52,11,1,15,20263.5,25404.0,5.986873591925809,2.0007564852101387,17.727272727272727
660,51,16,1,12,20357.5,25501.0,6.187144070409742,1.953897581752366,14.0
661,53,19,1,8,21050.5,26230.0,5.891707353472477,2.2635490947628476,14.210526315789474
662,56,18,1,10,19386.5,24445.0,5.628332581363727,1.8337653047118225,10.722222222222221
663,61,11,1,9,22012.0,26931.0,5.725391367201755,2.1677292380244304,10.545454545454545
664,57,10,1,10,22802.5,27497.0,5.856439835364038,2.014794454684429,18.8
665,61,11,0,8,0,5010.0,5.443769059123211,2.2148816885556837,19.181818181818183
666,55,15,1,12,22879.0,27782.0,5.541536422430239,2.196115754502642,12.866666666666667
667,59,13,1,7,23097.0,27993.0,5.4377792615300695,1.9604144498757459,14.076923076923077
668,55,11,2,11,22635.0,28085.5,6.023537297475084,2.0968774971640975,14.545454545454545
669,53,11,1,11,23579.0,28585.5,5.9626462876989565,2.1415896408805426,11.181818181818182
670,56,9,1,10,25141.5,30152.5,6.14365109998777,2.4398385648942953,12.11111111111111
671,61,11,1,9,25018.0,30162.0,5.815122031320804,2.5547632706368493,10.272727272727273
672,55,12,1,6,24014.0,28629.5,6.246304116330489,2.4444449611166954,12.25
673,57,14,2,4,21130.5,26029.5,6.201824933039926,2.2898791792798048,10.142857142857142
674,60,15,2,1,24198.5,28185.5,6.072298608541971,1.8784098517141845,8.466666666666667
675,62,12,2,8,24700.5,28881.0,5.582001985603195,2.0683241842459217,12.75
676,57,11,1,6,24924.0,28634.5,5.794780315297917,2.1800583742973587,14.636363636363637
677,57,14,1,5,25194.0,28982.0,6.006839626369254,1.9645104244194918,13.428571428571429
678,65,12,1,3,22801.5,26811.5,5.804975643154071,2.16636281692289,13.166666666666666
679,63,15,2,10,20230.5,27057.5,5.623673304311393,2.0867626152939684,23.666666666666668
680,57,16,1,12,24706.0,31938.5,5.885584729053028,2.5014070925841474,26.3125
681,60,19,1,10,25285.5,32253.0,5.896216139213605,1.9559818570698975,22.68421052631579
682,58,19,1,8,25829.5,32962.0,6.012512774320009,2.1512843620327566,20.894736842105264
683,62,20,1,8,21250.0,28565.5,5.881643327875289,2.087899813308925,19.0
684,62,16,1,12,27781.5,35043.0,5.668321826895441,2.170541021103451,23.6875
685,67,17,1,8,27738.0,34906.5,6.040374422472316,2.349811193900479,19.529411764705884
686,69,21,1,8,27754.0,35543.0,6.144508871680676,2.6315698132707412,18.0
687,54,24,1,6,22596.5,30271.5,6.763331509766718,2.672881680972667,18.041666666666668
688,62,25,1,6,23507.5,31351.0,6.141420452505583,2.231564407093238,16.68
689,62,25,1,7,24001.0,31757.0,6.263914582823976,2.5928392184004574,17.16
690,64,15,1,10,23181.5,30584.5,5.9642069110049425,2.1092775767239194,16.6
691,65,16,1,10,28269.0,35596.5,5.829917448459376,2.147057860723278,12.125
692,66,18,1,9,23791.0,31756.0,5.431087154282372,1.9740522419201512,30.72222222222222
693,72,16,1,9,26138.5,32257.5,5.642320110267827,2.517162659120133,16.6875
694,67,14,1,10,31486.0,37017.5,5.936566540277071,2.0592879413831464,11.785714285714286
695,74,18,1,10,32062.0,37476.5,5.740996985275082,2.1747585397248748,9.833333333333334
696,75,15,1,9,17760.5,23242.5,5.902302074544841,2.1383092711613583,11.733333333333333
697,87,15,1,4,21114.5,27043.0,5.551416768861467,2.2811444887400114,18.666666666666668
698,80,16,1,3,19697.0,25571.5,5.644295740537935,2.305822045360488,17.875
699,74,14,1,3,22886.5,28166.0,5.6835541892072134,2.224010201044889,14.071428571428571
700,72,14,1,5,21169.0,26363.5,5.719009057404408,1.7445668684752889,12.428571428571429
701,73,9,1,6,21183.5,26654.0,5.733067592482851,2.210861791272247,23.666666666666668
702,65,13,1,7,18023.5,23490.5,5.929780163011422,2.0333925273625146,15.846153846153847
703,65,10,1,8,18855.5,27003.5,6.257736668304762,2.036681409160074,16.2
704,67,11,1,5,18965.5,27022.0,6.131214328523128,1.975981425155889,9.181818181818182
705,70,7,1,6,18899.5,25842.5,6.111231919753291,2.098204167145602,7.714285714285714
706,73,8,1,6,18249.0,25670.0,5.983753369115292,1.6247397310542142,25.75
707,69,12,1,7,14683.5,22250.5,6.112637059337896,2.564467684703312,38.333333333333336
708,70,11,1,7,16604.5,23423.5,5.953922416480069,2.1687827505197457,27.727272727272727
709,79,11,1,5,19846.0,26704.0,5.762047996648655,2.4438934364409355,33.36363636363637
710,72,14,1,3,21482.0,29465.0,6.073794118487884,2.5821853521180005,37.642857142857146
711,70,13,1,7,20955.0,28609.5,5.705669762487469,2.4240468938669153,31.923076923076923
712,69,13,1,9,18860.0,26978.5,5.669908358225173,2.5824968375200643,33.30769230769231
713,67,12,1,10,19394.5,26558.5,5.454872636640348,2.777586995661529,37.416666666666664
714,66,13,1,5,15961.0,22781.5,5.6011436061182565,2.3847789500743666,33.0
715,64,16,1,7,14814.0,22311.5,5.646386032133756,2.491737534702651,36.8125
716,63,10,1,10,16231.5,22507.5,5.899827552763759,2.282231128323029,34.0
717,59,16,1,10,20957.0,27013.0,5.7147338385931645,2.2300289526846577,22.75
718,65,16,1,6,20879.0,26675.0,5.597102321448339,2.3962258860315253,24.875
719,69,16,1,7,20813.0,26563.0,5.48051854774834,2.214279043709831,21.8125
720,73,18,1,3,20336.5,26020.5,5.451850887638605,2.3348365958125727,19.11111111111111
721,75,16,1,5,20115.0,25818.5,5.393709843201011,2.139765616314928,19.75
722,79,14,1,8,20202.5,25702.5,5.187569559864696,2.4407911066603365,20.428571428571427
723,79,12,1,10,20554.5,25077.5,5.151615561964835,2.76272553617219,16.583333333333332
724,79,11,1,6,19986.0,25082.5,5.166743421697762,2.28018821646418,19.272727272727273
725,77,13,1,5,15009.0,20168.5,5.167188109031526,2.065390696060525,17.692307692307693
726,65,11,1,11,16098.5,21347.0,5.618283620462792,2.3131117395715792,17.363636363636363
727,70,15,0,6,0,5587.0,5.475150458582044,2.4477974523785044,17.266666666666666
728,68,16,1,7,11086.5,21766.0,5.3298186179447,2.145719484931955,47.0625
729,72,12,2,9,16260.0,21712.0,5.247141707384227,2.1272890490437417,13.416666666666666
730,74,7,2,10,16283.5,21459.0,5.163815797312907,2.3201808078072936,18.0
731,73,11,2,10,14694.5,19889.5,5.298959136174926,2.1034973868703846,7.545454545454546
732,71,9,1,9,10903.0,21953.0,5.484785868142997,2.419328631931506,65.11111111111111
733,76,8,0,6,0,6620.5,5.253185666178718,2.597611712431567,13.625
734,74,11,1,6,15355.0,21947.0,5.30959968453542,2.2890112453568925,31.181818181818183
735,69,8,1,9,15263.0,22709.5,5.514787538804541,2.356050797547418,42.125
736,69,9,1,11,10083.5,22852.5,5.44290765017179,2.2423511360835864,93.55555555555556
737,72,6,1,7,15238.0,22885.5,5.410641659155155,2.3648142041686255,45.833333333333336
738,65,9,1,8,15074.5,22904.0,5.534520844725259,2.268629307821687,37.333333333333336
739,64,8,2,8,15101.0,23045.5,5.579309972737605,2.5116555039133948,44.125
740,70,10,2,5,17917.0,23140.5,5.353721370445922,2.96271730617755,14.7
741,64,14,2,5,18046.5,23235.0,5.381561538625183,1.9452384732020958,9.571428571428571
742,67,15,2,6,14712.0,21726.5,5.337157282873394,2.0931230809435917,26.733333333333334
743,73,8,2,5,16927.0,21957.0,5.609152359661072,2.260197462421384,7.375
744,73,8,2,5,21090.5,26125.5,5.549600237076417,2.508899358013984,11.75
745,72,9,2,6,16568.5,21573.5,5.532787343474576,2.6103987869438066,13.0
746,77,9,2,4,16883.5,23301.5,5.906225637739842,3.212731316999641,37.77777777777778
747,75,10,2,5,17043.5,23622.0,6.0652343953273915,2.5858804413752527,31.8
748,74,13,2,5,17636.5,23871.0,5.974792969215238,2.1772531526249455,18.615384615384617
749,66,11,2,5,17918.5,24369.5,6.4864931867135,2.7720299793843863,21.454545454545453
750,68,10,2,4,17829.5,24154.5,6.0647401950395,2.470751895442958,19.7
751,66,7,2,6,17919.0,24091.5,5.795348521150579,2.679110026696184,30.714285714285715
752,62,10,2,5,18132.5,24376.0,6.144523204877982,3.0459168622496193,18.6
753,66,13,2,5,16875.0,22396.5,6.1975196164296245,1.7785364499443772,15.846153846153847
754,64,11,2,10,15613.5,21876.0,6.177929332091302,2.3343008761908615,22.818181818181817
755,64,8,1,10,16882.5,28126.0,6.344240014429121,2.3089003510652506,69.25
756,63,9,1,10,16638.5,27833.5,6.305816218211955,2.5097247834601135,59.55555555555556
757,64,13,1,5,16173.0,27250.0,6.124631378313511,2.236321909977947,48.30769230769231
758,64,13,1,8,9663.0,21388.0,6.059089501254228,2.2322901750187225,45.30769230769231
759,65,16,1,3,15737.0,26276.0,6.072742056412767,2.7830653320560805,39.125
760,64,19,1,3,15238.0,25670.0,5.8294623499980744,2.642742103682989,41.05263157894737
761,63,19,1,6,10841.5,21029.5,6.086317297071544,2.4188312390605256,37.78947368421053
762,56,18,1,10,10035.5,20756.5,6.700678880140746,2.6514279484260985,38.5
763,61,19,1,8,10260.0,20742.5,6.374039722969609,2.5684459491667613,34.36842105263158
764,58,18,1,6,10437.5,20681.5,6.437291055433199,2.461991164444734,37.5
765,62,15,1,8,14469.0,24581.5,5.883158829517127,2.460983206906713,45.86666666666667
766,56,12,1,5,10494.0,20344.5,6.610730525294254,2.8931497986779133,59.75
767,64,16,1,4,9896.0,19606.0,6.227538985070918,2.548168065977096,48.1875
768,60,16,1,5,10389.0,20562.0,6.272617132860133,2.541174617323052,57.125
769,52,14,1,7,10491.0,20450.0,6.619379487863161,2.7387064091097333,62.5
770,53,12,1,8,10203.0,19327.0,6.710083168215891,3.1631270121633897,60.666666666666664
771,52,13,1,8,10518.0,20869.5,6.747123599686422,2.5552857636720145,70.84615384615384
772,52,12,1,6,10766.5,20690.5,6.344808672200025,2.7272461628972233,55.333333333333336
773,57,14,1,5,11050.0,20725.0,6.039746376631126,2.7183357470380787,56.285714285714285
774,53,13,1,5,8656.0,18486.0,6.018219127072777,2.739758215880783,64.53846153846153
775,52,16,1,2,12490.5,20876.5,6.289298326074283,2.6220696888428603,45.25
776,51,14,1,4,12628.5,20815.5,6.645338227236911,2.6016334069579923,47.07142857142857
777,52,17,1,2,12169.5,20423.5,6.307203382663081,2.3229714077685877,42.64705882352941
778,46,16,1,7,11979.5,20541.0,6.480089601766709,2.420688688839855,45.75
779,49,17,1,8,10265.0,20448.5,6.142909591312442,2.4370535890043623,61.8235294117647
780,47,18,1,5,13016.5,24019.5,6.610391283513063,2.4665860726219657,59.44444444444444
781,54,19,1,5,12798.5,23974.5,6.271812123034776,2.6370778133244492,52.73684210526316
782,49,19,1,8,16425.0,24469.5,6.611864666560158,3.0539407606985356,33.526315789473685
783,50,20,1,3,16898.5,24427.0,6.424663898116643,2.8209044206360567,32.05
784,48,18,1,5,16164.5,23352.5,6.6117845729265605,2.8119286208424072,30.333333333333332
785,46,14,1,6,16917.5,23293.0,6.624767454630624,2.742723421894767,30.357142857142858
786,50,17,1,6,17863.0,24171.0,6.548334859074636,2.5441278332570922,20.470588235294116
787,48,15,1,9,18343.5,23864.0,6.549521692731353,2.359466259361084,20.266666666666666
788,49,13,1,8,19036.0,24514.0,6.259359765639205,2.5976752283919486,27.0
789,51,8,1,9,19593.0,24535.5,6.312949970046226,2.2948956930906887,25.125
790,48,10,1,9,16248.0,21434.5,6.413408518142397,2.301468711392894,21.8
791,50,14,1,5,19605.5,24825.5,6.684304499052049,2.215609126828657,15.071428571428571
792,48,12,1,6,16337.5,21982.5,7.044092979929959,2.1375398892505175,20.75
793,58,9,1,8,16319.0,22572.0,6.450064765322616,2.1375616353859264,15.444444444444445
794,55,12,1,7,14761.5,21273.0,6.28145004232142,2.150302151099987,20.0
795,54,11,1,9,15405.0,22620.0,6.312663251814594,2.354661542025294,21.727272727272727
796,54,13,1,7,15570.5,22627.5,6.4129342388801005,2.224233384844237,17.307692307692307
797,47,14,1,11,15714.5,22759.0,6.748244689004822,2.3977781780938674,15.071428571428571
798,48,13,0,7,0,6705.0,6.78203702397825,2.0776944880023023,16.307692307692307
799,49,11,1,10,15477.5,22161.5,6.498519912855878,2.1457837551572267,18.363636363636363
800,50,10,1,11,14969.0,21478.0,6.589777869433823,2.4471298284725718,18.2
801,55,11,1,9,15049.5,21672.5,6.2350818644148305,2.7908455084781725,17.181818181818183
802,52,10,1,8,15107.5,21636.5,6.358937735518778,2.1031110485613316,17.3
803,52,10,1,8,15190.5,21718.5,6.561565833406201,1.8664400558963796,14.9
804,52,8,1,8,14908.5,21232.0,6.431138656732223,1.934266600444933,15.875
805,55,7,1,8,14857.5,21198.5,6.581719694202077,1.9535162255176912,18.142857142857142
806,59,6,0,8,0,6225.0,6.585614224066952,1.9605734584927488,17.5
807,55,6,1,11,14505.5,20910.0,6.679213576255381,1.9779210347463438,16.166666666666668
808,56,6,1,11,15634.5,21970.0,6.410178779454239,2.1532364757215188,16.166666666666668
809,55,5,1,12,14584.0,21086.5,6.483265914480373,2.429121679232809,14.0
810,54,6,2,11,16661.0,22827.0,6.369007874537964,1.9243918332444383,12.0
811,55,10,2,8,16923.0,23263.0,5.9104683839960686,2.091255568849267,19.2
812,63,8,2,9,17332.5,23591.5,5.750054378316964,2.249998678763533,14.375
813,59,7,1,11,18118.0,24438.5,6.470339216899957,2.3545051885074697,11.714285714285714
814,56,9,1,9,17600.5,24434.5,6.708142010229483,3.0592694753209724,15.444444444444445
815,58,8,1,6,18299.5,24603.5,6.613312457207244,2.7419505770028993,14.75
816,58,9,1,4,18943.5,24673.5,6.434465147496293,2.289041554587244,18.333333333333332
817,57,9,1,4,19016.0,24757.5,6.652605788564105,2.4259056203177654,18.333333333333332
818,60,7,1,4,18860.5,24095.5,6.496056879726999,2.294803092842193,22.857142857142858
819,64,8,0,2,0,5248.0,6.7601134982580495,2.205962144280987,21.0
820,63,8,1,4,13256.0,22847.0,6.627069399620377,2.0552806821977554,12.25
821,66,5,1,5,11352.5,20731.5,6.700488898074233,1.9110941213481674,13.6
822,58,4,1,6,14437.5,23520.5,7.04607214114724,1.9903708707161583,14.5
823,48,8,1,9,22071.0,29351.5,6.903256212960461,2.591502772821136,13.375
824,51,8,1,7,23400.0,32149.0,6.8638131717731055,1.9357669299864306,15.375
825,53,10,1,8,24131.5,32572.0,6.558393425140171,2.2451167011346875,49.3
826,54,12,1,6,25041.0,33333.0,6.136941953845208,2.3038729988283517,45.083333333333336
827,54,12,1,6,15689.5,23432.0,5.934553075331949,2.041478722978316,41.583333333333336
828,57,8,1,6,26047.5,33675.0,5.903382293280597,2.215895642231803,52.5
829,54,10,1,3,26840.0,34133.0,6.171275354727059,1.9207817838821741,40.0
830,53,8,1,7,28593.5,35746.5,6.148695485245561,1.9283554556841513,52.625
831,53,11,1,4,19439.5,26263.0,5.993613778373523,2.143424196188191,38.09090909090909
832,56,9,1,5,18492.0,25311.5,6.007377872886435,2.499430998360963,48.44444444444444
833,48,14,1,5,19235.5,26090.5,5.775986280917726,2.2695591686418024,37.5
834,48,15,1,5,18993.5,25537.5,5.953764343862303,2.40419266399742,32.53333333333333
835,45,13,1,8,19273.5,25286.0,5.828234839282498,2.247969182635062,30.153846153846153
836,48,13,1,8,19812.0,25685.0,5.8113942490582975,2.318051716343638,27.692307692307693
837,46,15,1,5,20085.5,25464.0,5.763007610931918,2.0945735051899113,21.933333333333334
838,47,11,1,6,21430.5,26406.5,5.9634494499063075,2.133031319841671,26.90909090909091
839,51,10,1,3,22109.0,26177.5,6.35359328648395,2.0320431477192136,17.3
840,55,11,1,2,21780.0,26075.0,6.323302553165551,1.985999111009055,21.0
841,59,8,1,1,21315.5,25897.0,5.9491396157092735,2.1314935058003335,19.625
842,51,9,0,3,0,4382.5,6.316613245041632,2.236306361650272,17.444444444444443
843,50,10,1,6,21390.5,25992.5,6.084449487355573,2.3515590360158414,15.5
844,51,6,1,5,17145.0,21071.0,6.135839482579117,2.1981906919467202,14.5
845,49,6,1,5,17343.0,21776.5,6.311486690142035,2.610508051091392,22.166666666666668
846,47,10,1,9,17801.5,22305.5,6.435943977957757,2.214271875566444,12.4
847,47,12,1,8,17888.0,22223.5,6.381208834119712,2.0130613290569603,11.416666666666666
848,48,15,1,4,18090.0,22609.5,6.050479692121716,2.6208909176622375,13.666666666666666
849,47,10,1,5,20154.0,22963.5,5.918675025200072,2.413534841147488,13.3
850,49,11,1,2,19979.0,22693.5,5.9459053403725886,2.4886578575171185,11.181818181818182
851,45,16,1,0,19975.0,23308.5,5.8691306882072825,2.6378128912984966,19.125
852,49,14,1,1,18584.0,21879.0,5.656133248253497,2.297310172776361,18.571428571428573
853,48,11,1,2,20106.0,23548.5,6.442507483886188,2.4885902472381205,21.181818181818183
854,47,8,1,4,19237.0,22641.5,6.037291980143781,2.5492029472537814,30.625
855,53,7,1,5,19088.5,22631.0,5.914607995058954,2.880978754517811,23.714285714285715
856,50,13,0,6,0,3675.0,5.883959913416425,3.274418574785569,18.692307692307693
857,47,13,1,8,19478.5,22839.5,5.829207048689572,2.675982133550514,16.692307692307693
858,48,15,1,3,18849.5,23015.5,5.977353561702429,2.282414212743418,22.6
859,51,11,1,4,18549.5,23048.5,6.261145826530056,2.6618339601124825,27.545454545454547
860,50,14,1,3,19466.0,23918.0,6.34319308854706,2.4852726853616876,22.928571428571427
861,51,16,1,6,19580.5,24251.0,5.5164421780232855,2.5912690237159506,21.125
862,57,12,1,8,19353.0,24191.0,5.70901394855072,2.680243077863852,29.833333333333332
863,58,13,1,5,19413.0,24231.5,5.696184958514436,2.5815732184421307,28.0
864,54,19,1,5,19361.0,24041.0,5.540200013347658,2.5150004698887676,20.36842105263158
865,58,16,1,5,19435.5,24151.5,5.461466566925526,2.5659966891005825,23.875
866,56,17,1,4,18381.0,22978.5,5.58885932490075,2.2905413328939206,21.58823529411765
867,60,23,1,3,18894.0,23651.0,5.366968766738102,2.267083560807841,17.304347826086957
868,66,17,1,4,18819.0,23539.0,5.617656251520746,2.6455785093748916,22.058823529411764
869,64,16,1,5,17992.0,22535.0,5.526732752636429,2.2177397431247368,21.3125
870,66,15,1,4,17651.5,22272.0,5.57286744279984,2.2633057981472424,18.933333333333334
871,68,13,1,8,18068.5,23309.5,5.665568726784622,2.5379212044710013,25.0
872,64,13,1,7,18497.5,23731.0,5.600886071956429,2.7374856093912543,28.923076923076923
873,58,14,1,8,18816.0,23454.5,5.7472547121945885,2.6321774886725327,20.785714285714285
874,59,16,1,5,17994.5,23571.5,5.396626256160258,2.384863298788343,21.0
875,55,13,1,10,19383.0,24160.5,5.505237590723718,2.176845304214226,15.307692307692308
876,56,10,1,8,18085.5,23137.0,5.717976955297631,2.419516832778078,18.7
877,61,11,1,4,18282.5,23378.5,5.70360897506752,2.23039487495676,23.90909090909091
878,53,10,1,6,17862.5,22891.0,5.786058391563061,2.1014860358387097,25.2
879,55,9,1,7,17397.5,22551.0,5.757862030737782,2.2471561788852648,27.555555555555557
880,55,12,1,7,19173.5,24161.0,5.96149791234353,1.9590511973230846,13.083333333333334
881,56,13,1,6,19379.5,24796.5,5.974373282411322,2.0927010896313685,16.76923076923077
882,47,17,1,8,19344.0,24839.5,6.27188328544548,2.0579760940219,15.0
883,45,16,1,7,23351.0,29346.0,6.483125218827921,2.0124280133318213,17.0625
884,54,15,1,7,23418.5,30105.5,6.342977008695933,2.221662397007719,15.8
885,55,14,1,9,24346.0,30727.0,6.683186569617172,2.33662933957029,15.0
886,58,12,1,10,23203.5,29865.5,6.529640602409283,2.5858325777354287,16.333333333333332
887,55,15,1,7,21925.0,28664.5,6.693391680120193,1.9987003488756019,30.6
888,56,11,1,10,22888.5,30771.5,6.63627410630975,2.185489241008697,40.18181818181818
889,58,10,1,11,25797.0,33806.0,6.906740016479748,2.0564169768087255,38.8
890,60,17,1,4,22898.5,31456.0,6.752391740658081,2.500024609571767,36.05882352941177
891,56,12,1,6,23056.0,28795.0,6.855302885454614,2.3342845536426546,22.5
892,53,11,1,9,20427.0,28719.5,6.624723196786789,2.378168645314265,38.27272727272727
893,52,5,1,8,21259.0,26042.0,6.563769704984802,1.647751017253724,5.6
894,49,10,1,4,20877.5,25721.5,7.045820602946966,2.4020087823322744,10.2
895,52,9,1,5,21631.0,26247.0,6.779340055055237,2.3486586648186845,10.555555555555555
896,47,7,1,8,25932.5,30507.5,6.610909702440152,1.7019625471254691,12.428571428571429
897,52,5,1,8,24734.0,29033.0,5.815831370505687,1.9029953497404335,7.8
898,52,8,1,6,19888.5,24238.0,6.075997872449609,1.7734320163865136,8.0
899,58,5,1,5,20056.5,26127.5,6.410502316982166,3.0842089745237207,51.6
900,58,6,1,7,20992.5,26976.0,6.254049543752999,2.2886558925773532,43.166666666666664
901,51,12,1,7,21271.5,27092.5,5.979584247057414,2.368267885566269,26.333333333333332
902,45,11,1,7,21103.0,27292.5,5.966253952206188,2.4856200589677715,35.90909090909091
903,46,11,1,11,20454.0,26200.5,5.662283555812575,2.4917932849021436,32.0
904,43,9,1,10,21605.0,26269.5,6.323870380720753,2.4142159069993183,22.555555555555557
905,42,8,0,6,0,4742.5,6.330020794888176,2.727964144951824,30.0
906,42,9,1,6,21241.0,25834.5,5.853525568238285,2.727161953370881,27.77777777777778
907,44,9,1,6,20861.0,25634.0,5.824196647703616,2.3898444129264544,29.22222222222222
908,47,9,1,5,20208.0,25343.0,5.740268999969575,2.31351482354469,24.555555555555557
909,48,7,1,6,20022.5,24959.0,5.966109472772894,2.4373465772524066,22.714285714285715
910,46,8,2,5,19616.0,25658.5,6.196952044093141,2.506452324376895,40.25
911,45,9,2,6,18711.5,24783.0,6.421715331534436,2.4245645781242464,39.55555555555556
912,48,10,1,4,18780.0,24702.0,6.17014825345221,2.406914490546245,36.7
913,41,13,1,2,19983.0,25669.5,6.917641327100313,1.9860575765653548,24.846153846153847
914,53,9,1,3,20010.0,25585.0,6.106828060034262,2.324959744446587,31.11111111111111
915,50,8,1,2,19343.0,24708.0,6.247353708107017,2.2930641582557922,37.125
916,48,11,1,1,18645.5,23972.0,6.092507519811693,2.3446999666880193,32.0
917,49,8,1,1,19467.5,24849.5,5.547392320521521,2.3007685269136253,45.875
918,47,9,1,0,18762.0,24016.5,5.7046744656326025,2.2456131885679,46.888888888888886
919,41,9,1,1,14922.0,20008.5,5.814768186741045,2.3230012134454543,46.44444444444444
920,44,13,1,2,14879.0,24157.5,5.49920022761015,2.326854459061397,33.07692307692308
921,46,11,1,4,15208.5,24723.0,5.961436965614613,2.0953847167166866,38.0
922,42,13,1,6,15557.0,25113.0,6.0272086036575105,2.367790746094375,42.76923076923077
923,43,9,1,6,16720.5,22397.0,6.058529855678511,2.0016300328757453,12.555555555555555
924,42,11,1,3,16522.0,22168.5,6.2072962131556695,2.182202464305545,15.545454545454545
925,39,10,1,8,19457.5,25420.0,6.155303226649112,1.8515764920326596,11.6
926,44,10,1,7,19563.0,25811.5,6.3174641472915845,2.098133741630961,12.1
927,49,7,1,7,19274.0,25655.5,6.122908345053873,2.6787274972339055,14.285714285714286
928,43,9,1,6,19396.5,25480.5,6.318076783470048,2.2738587800543004,12.222222222222221
929,43,11,1,7,16062.0,22278.5,6.134626878127619,2.564929809090723,28.09090909090909
930,43,12,1,6,16317.5,22631.0,6.176068630718009,2.3374121828759797,29.666666666666668
931,41,12,1,4,16043.0,22364.0,6.667033170606923,2.579868132978001,37.5
932,42,14,1,3,14647.0,21074.5,6.064954018868923,2.481606414659836,35.785714285714285
933,36,11,1,6,14789.5,22664.5,5.857737581659689,2.177470890225445,46.27272727272727
934,34,12,1,5,14650.5,22571.0,6.5112343614922175,2.259020563992917,48.833333333333336
935,38,14,1,2,13407.0,21347.0,6.51557659499131,1.9933145749528598,42.92857142857143
936,42,9,0,4,0,4768.5,6.703316822688025,2.2192297586592957,24.0
937,41,12,1,2,17531.0,22155.0,6.428328559016897,2.2381140967728923,22.916666666666668
938,40,10,1,3,17452.5,21464.0,5.985815402666225,2.1142415384732813,21.0
939,41,11,1,3,9098.0,13699.0,6.066991094412349,2.2704740787398046,27.545454545454547
940,43,11,2,0,17277.5,21691.0,6.147037818855416,2.1795699017315124,27.90909090909091
941,41,13,2,0,15824.0,20458.5,6.356437962537625,2.372432763293388,28.76923076923077
942,42,11,2,0,18429.0,23454.5,6.512191283214076,1.9908037241923708,35.45454545454545
943,40,11,2,4,18263.5,23524.5,6.274573593865204,2.501459728884796,25.0
944,40,8,2,3,19680.5,23414.5,6.234927988871072,2.495374491542176,20.375
945,43,5,2,4,20129.5,23352.5,6.369790942372889,3.1954642748750333,17.0
946,40,4,0,5,0,3045.5,6.603772003912904,2.4322915681042656,21.0
947,44,6,1,5,20142.0,23334.0,6.047752007910631,2.0632618738418724,13.5
948,45,8,1,4,20041.5,23244.5,6.096404307133453,2.23083748294069,11.125
949,49,8,1,4,20130.0,23381.0,6.083330017542055,1.9718093987117227,9.25
950,51,6,1,4,20185.5,23428.5,5.960092355450787,2.3432405812760635,12.333333333333334
951,45,5,1,7,19419.5,22739.0,6.4355265065735585,1.7416137583907318,17.4
952,51,4,1,4,19020.0,22446.0,6.105297741599111,1.7823499938827443,22.0
953,49,3,0,7,0,3814.0,6.538203804243922,1.7529425358850208,24.666666666666668
954,54,6,2,3,18850.0,22165.0,6.142211379673073,1.9015495008304528,17.666666666666668
955,51,3,2,3,17663.5,20818.0,6.39135324136529,1.525926049850046,9.333333333333334
956,50,8,1,2,13325.0,20953.5,6.530757163744079,2.5009387810220156,23.25
957,50,8,1,3,13606.5,21680.5,6.752934794379739,2.5520480584116436,20.0
958,45,8,1,5,12236.5,18506.5,6.749984128317747,2.7833993323287465,15.0
959,49,10,1,5,13560.0,21397.0,6.821985931239762,2.4938448641001223,56.3
960,53,10,1,4,13766.0,21615.0,6.605269374624696,2.4590081087487743,63.5
961,50,10,1,4,15342.5,21627.5,6.565904185027318,2.008188742017607,38.8
962,54,6,1,3,15341.5,21383.0,6.630893943990135,2.2825127943757244,59.166666666666664
963,53,9,1,4,14659.5,21105.0,6.437700060425677,2.4749013222167573,46.888888888888886
964,53,9,1,4,16459.0,22126.5,6.343024829091307,2.1573660734445825,38.666666666666664
965,52,10,1,5,15826.0,21971.5,6.3754854435070625,2.4213496865740574,37.5
